Surname,First name,Institution,Department,Email address,State,Started on,Completed,Time taken,Grade/9.00,Q. 1 /1.00,Q. 2 /1.00,Q. 3 /1.00,Q. 4 /1.00,Q. 5 /1.00,Q. 6 /1.00,Q. 7 /1.00,Q. 8 /1.00,Q. 9 /1.00
Jacobs,Khaalid,NA,NA,khaalid.jac_166@example.com,Finished,28 February 2021  11:39 PM,28 February 2021  11:47 PM,8 mins 12 secs,6.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00
Lucareli,Thaabita,NA,NA,thaabita.luc_215@example.com,Finished,1 March 2021  12:07 AM,1 March 2021  12:32 AM,25 mins 3 secs,8.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00
Hernandez Mondragon,Zaahid,NA,NA,zaahid.her_120@example.com,Finished,1 March 2021  12:09 AM,1 March 2021  9:50 AM,9 hours 40 mins,8.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00
Wing,Janea,NA,NA,janea.win_141@example.com,Finished,1 March 2021  12:27 AM,1 March 2021  12:32 AM,5 mins,8.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00
Forbis,Zackieus,NA,NA,zackieus.for_080@example.com,Finished,1 March 2021  1:05 AM,1 March 2021  1:45 PM,12 hours 39 mins,5.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00
Martin,Adriana,NA,NA,adriana.mar_240@example.com,Finished,1 March 2021  1:21 AM,1 March 2021  9:44 AM,8 hours 22 mins,3.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
Lisle,Joel,NA,NA,joel.lis_096@example.com,Finished,1 March 2021  1:23 AM,1 March 2021  1:42 AM,19 mins 6 secs,8.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
al-Siddiqi,Levi,NA,NA,levi.al_037@example.com,Finished,1 March 2021  1:24 AM,1 March 2021  1:33 AM,9 mins 22 secs,7.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00
Mathis,Bethelhem,NA,NA,bethelhem.mat_213@example.com,Finished,1 March 2021  1:28 AM,1 March 2021  1:39 AM,11 mins,6.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00
Moreno,Jamal,NA,NA,jamal.mor_104@example.com,Finished,1 March 2021  1:28 AM,1 March 2021  1:34 AM,6 mins 38 secs,8.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
al-Siddiqi,Levi,NA,NA,levi.al_037@example.com,Finished,1 March 2021  1:33 AM,1 March 2021  1:42 AM,8 mins 25 secs,8.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Moreno,Jamal,NA,NA,jamal.mor_104@example.com,In progress,1 March 2021  1:34 AM,-,-,-,-,-,-,-,-,-,-,-,-
Lee,Jazzmin,NA,NA,jazzmin.lee_122@example.com,Finished,1 March 2021  1:46 AM,1 March 2021  1:52 AM,6 mins 56 secs,9.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Sketers,Weslee,NA,NA,weslee.ske_134@example.com,Finished,1 March 2021  1:53 AM,1 March 2021  1:58 AM,4 mins 40 secs,5.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00
Poling,Dylahn,NA,NA,dylahn.pol_245@example.com,Finished,1 March 2021  1:57 AM,1 March 2021  2:03 AM,6 mins 31 secs,7.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00
Sketers,Weslee,NA,NA,weslee.ske_134@example.com,Finished,1 March 2021  1:58 AM,1 March 2021  9:45 AM,7 hours 47 mins,7.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00
Depriest,Emily,NA,NA,emily.dep_049@example.com,Finished,1 March 2021  2:07 AM,1 March 2021  2:08 AM,1 min 36 secs,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
Goodell,Jaasim,NA,NA,jaasim.goo_020@example.com,Finished,1 March 2021  2:08 AM,1 March 2021  2:11 AM,3 mins 32 secs,7.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00
el-Badour,Concepcion,NA,NA,concepcion.el_214@example.com,Finished,1 March 2021  2:12 AM,1 March 2021  2:20 AM,8 mins 12 secs,7.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00
Velasquez,Sidqi,NA,NA,sidqi.vel_079@example.com,Finished,1 March 2021  2:16 AM,1 March 2021  2:30 AM,14 mins 47 secs,9.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Martin,Faatih,NA,NA,faatih.mar_082@example.com,Finished,1 March 2021  2:49 AM,1 March 2021  2:49 AM,12 secs,1.00,1.00,-,-,-,-,-,-,-,-
Martin,Faatih,NA,NA,faatih.mar_082@example.com,Finished,1 March 2021  2:49 AM,1 March 2021  2:49 AM,9 secs,0.00,0.00,-,-,-,-,-,-,-,-
Martin,Faatih,NA,NA,faatih.mar_082@example.com,Finished,1 March 2021  2:49 AM,1 March 2021  2:49 AM,14 secs,0.00,0.00,-,-,-,-,-,-,-,-
Martin,Faatih,NA,NA,faatih.mar_082@example.com,Finished,1 March 2021  2:49 AM,1 March 2021  2:50 AM,7 secs,0.00,0.00,-,-,-,-,-,-,-,-
Martin,Faatih,NA,NA,faatih.mar_082@example.com,Finished,1 March 2021  2:50 AM,1 March 2021  2:03 PM,11 hours 13 mins,9.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Buccieri,Saurya,NA,NA,saurya.buc_243@example.com,Finished,1 March 2021  2:55 AM,1 March 2021  2:59 AM,4 mins 2 secs,3.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
West,Sara,NA,NA,sara.wes_158@example.com,Finished,1 March 2021  3:04 AM,1 March 2021  3:05 AM,53 secs,9.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Bolton,Morgan,NA,NA,morgan.bol_256@example.com,Finished,1 March 2021  3:06 AM,1 March 2021  3:23 AM,16 mins 28 secs,8.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00
al-Noorani,Joshua,NA,NA,joshua.al_139@example.com,Finished,1 March 2021  3:48 AM,1 March 2021  3:58 AM,9 mins 50 secs,4.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00
Fazio,Dakota,NA,NA,dakota.faz_153@example.com,Finished,1 March 2021  3:59 AM,1 March 2021  4:05 AM,6 mins 5 secs,6.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00
Fazio,Dakota,NA,NA,dakota.faz_153@example.com,In progress,1 March 2021  4:05 AM,-,-,-,-,-,-,-,-,-,-,-,-
Walker,Michael,NA,NA,michael.wal_149@example.com,Finished,1 March 2021  5:26 AM,1 March 2021  5:39 AM,13 mins 15 secs,3.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
Walker,Michael,NA,NA,michael.wal_149@example.com,Finished,1 March 2021  5:39 AM,1 March 2021  5:40 AM,25 secs,1.00,1.00,-,-,-,-,-,-,-,-
Stevenson,Sandra,NA,NA,sandra.ste_075@example.com,Finished,1 March 2021  6:07 AM,1 March 2021  6:21 AM,14 mins 29 secs,9.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Brady,Eugenia,NA,NA,eugenia.bra_022@example.com,Finished,1 March 2021  7:30 AM,1 March 2021  7:31 AM,28 secs,6.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00
Diggins,Vanessa,NA,NA,vanessa.dig_162@example.com,Finished,1 March 2021  7:44 AM,1 March 2021  8:04 AM,20 mins 2 secs,2.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00
Epstein,Jonathon,NA,NA,jonathon.eps_217@example.com,Finished,1 March 2021  7:48 AM,1 March 2021  8:16 AM,28 mins,8.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
So,Vivian,NA,NA,vivian.so_268@example.com,Finished,1 March 2021  7:50 AM,1 March 2021  8:16 AM,26 mins 23 secs,7.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00
Toussaint,Deisha,NA,NA,deisha.tou_005@example.com,Finished,1 March 2021  7:54 AM,1 March 2021  9:47 AM,1 hour 53 mins,8.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00
Ortiz Monge,Munisa,NA,NA,munisa.ort_259@example.com,Finished,1 March 2021  8:16 AM,1 March 2021  8:29 AM,13 mins 7 secs,7.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
el-Husain,Caleb,NA,NA,caleb.el_010@example.com,Finished,1 March 2021  8:17 AM,1 March 2021  8:57 AM,39 mins 51 secs,7.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00
Fifita,Aarifa,NA,NA,aarifa.fif_066@example.com,Finished,1 March 2021  8:23 AM,1 March 2021  8:34 AM,11 mins 36 secs,8.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00
Liam,Taylor,NA,NA,taylor.lia_282@example.com,Finished,1 March 2021  8:26 AM,1 March 2021  8:32 AM,5 mins 40 secs,8.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
Barbour,Julian,NA,NA,julian.bar_253@example.com,Finished,1 March 2021  8:28 AM,1 March 2021  8:38 AM,9 mins 43 secs,4.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00
Leyba,Zane,NA,NA,zane.ley_097@example.com,Finished,1 March 2021  8:29 AM,1 March 2021  8:42 AM,12 mins 54 secs,7.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00
Mckinney,Cheyenne,NA,NA,cheyenne.mck_257@example.com,Finished,1 March 2021  8:30 AM,1 March 2021  8:41 AM,11 mins 5 secs,6.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00
Fifita,Aarifa,NA,NA,aarifa.fif_066@example.com,Finished,1 March 2021  8:34 AM,1 March 2021  8:35 AM,13 secs,1.00,1.00,-,-,-,-,-,-,-,-
al-Abbasi,Teresa,NA,NA,teresa.al_274@example.com,Finished,1 March 2021  8:38 AM,1 March 2021  8:44 AM,5 mins 43 secs,7.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00
Braley,Shaun,NA,NA,shaun.bra_233@example.com,Finished,1 March 2021  8:40 AM,1 March 2021  8:57 AM,16 mins 44 secs,4.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00
Murphy,Andrew,NA,NA,andrew.mur_072@example.com,Finished,1 March 2021  8:43 AM,1 March 2021  8:48 AM,4 mins 33 secs,3.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00
Raddatz,Brooke,NA,NA,brooke.rad_113@example.com,Finished,1 March 2021  8:45 AM,1 March 2021  9:00 AM,15 mins 11 secs,6.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00
al-Azad,Trenton,NA,NA,trenton.al_223@example.com,Finished,1 March 2021  8:47 AM,1 March 2021  9:02 AM,14 mins 50 secs,2.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
al-Basa,Stefan,NA,NA,stefan.al_043@example.com,Finished,1 March 2021  8:51 AM,1 March 2021  8:56 AM,5 mins 45 secs,7.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00
Archuleta,Acineth,NA,NA,acineth.arc_211@example.com,Finished,1 March 2021  8:51 AM,1 March 2021  9:04 AM,13 mins 18 secs,7.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00
Marsh,Ariel,NA,NA,ariel.mar_088@example.com,Finished,1 March 2021  8:51 AM,1 March 2021  9:01 AM,10 mins 30 secs,7.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
al-Abed,Anthony,NA,NA,anthony.al_086@example.com,Finished,1 March 2021  8:53 AM,1 March 2021  9:06 AM,13 mins 36 secs,5.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00
Teferi,Granielle,NA,NA,granielle.tef_118@example.com,Finished,1 March 2021  8:54 AM,1 March 2021  8:57 AM,3 mins 17 secs,4.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00
Wilson,Puspa,NA,NA,puspa.wil_133@example.com,Finished,1 March 2021  8:54 AM,1 March 2021  9:01 AM,6 mins 36 secs,6.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00
Alene,Jose,NA,NA,jose.ale_130@example.com,Finished,1 March 2021  8:55 AM,1 March 2021  9:10 AM,14 mins 26 secs,5.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00
Archambault,Habeeba,NA,NA,habeeba.arc_115@example.com,Finished,1 March 2021  8:56 AM,1 March 2021  9:06 AM,10 mins 27 secs,2.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
al-Basa,Stefan,NA,NA,stefan.al_043@example.com,Finished,1 March 2021  8:57 AM,1 March 2021  9:04 AM,7 mins 34 secs,7.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00
Walker,Michael,NA,NA,michael.wal_149@example.com,Finished,1 March 2021  8:57 AM,1 March 2021  8:58 AM,1 min 15 secs,3.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
Herndon,Fawwaaz,NA,NA,fawwaaz.her_275@example.com,Finished,1 March 2021  8:57 AM,1 March 2021  9:31 AM,34 mins 6 secs,5.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00
Schlottman,Ramla,NA,NA,ramla.sch_219@example.com,Finished,1 March 2021  8:58 AM,1 March 2021  9:39 AM,40 mins 57 secs,7.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00
Mondragon,Kala,NA,NA,kala.mon_092@example.com,Finished,1 March 2021  8:58 AM,1 March 2021  9:33 AM,34 mins 40 secs,6.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00
Manchego,Jacqueline,NA,NA,jacqueline.man_103@example.com,Finished,1 March 2021  8:59 AM,1 March 2021  9:19 AM,20 mins 42 secs,5.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00
Murphy,Jawhara,NA,NA,jawhara.mur_105@example.com,Finished,1 March 2021  8:59 AM,1 March 2021  9:12 AM,12 mins 56 secs,4.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00
Marquez,Kaeyla,NA,NA,kaeyla.mar_157@example.com,Finished,1 March 2021  8:59 AM,1 March 2021  9:08 AM,9 mins,5.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00
Wall,Lourdes,NA,NA,lourdes.wal_026@example.com,Finished,1 March 2021  9:00 AM,1 March 2021  9:05 AM,4 mins 2 secs,4.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00
Daigle,Donald,NA,NA,donald.dai_163@example.com,Finished,1 March 2021  9:01 AM,1 March 2021  9:08 AM,7 mins 47 secs,8.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00
al-Ozer,Johnny,NA,NA,johnny.al_015@example.com,Finished,1 March 2021  9:01 AM,1 March 2021  9:09 AM,7 mins 56 secs,6.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00
Salihagic,Yaasir,NA,NA,yaasir.sal_035@example.com,Finished,1 March 2021  9:01 AM,1 March 2021  9:14 AM,13 mins,6.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,-,0.00
Wilson,Puspa,NA,NA,puspa.wil_133@example.com,Finished,1 March 2021  9:02 AM,1 March 2021  3:39 PM,6 hours 37 mins,8.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00
Shen,Insaaf,NA,NA,insaaf.she_018@example.com,Finished,1 March 2021  9:02 AM,1 March 2021  9:12 AM,10 mins 24 secs,5.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00
Giron,Jaylun,NA,NA,jaylun.gir_094@example.com,Finished,1 March 2021  9:02 AM,1 March 2021  9:09 AM,6 mins 56 secs,9.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Cardozo,Lauren,NA,NA,lauren.car_004@example.com,Finished,1 March 2021  9:02 AM,1 March 2021  9:09 AM,6 mins 52 secs,6.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00
Cottonwood,Farajallah,NA,NA,farajallah.cot_021@example.com,Finished,1 March 2021  9:03 AM,1 March 2021  9:20 AM,17 mins 5 secs,3.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
Oberly,Nathaniel,NA,NA,nathaniel.obe_174@example.com,Finished,1 March 2021  9:04 AM,1 March 2021  9:15 AM,11 mins 22 secs,7.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00
Durling,Shamika,NA,NA,shamika.dur_052@example.com,Finished,1 March 2021  9:04 AM,1 March 2021  9:15 AM,10 mins 37 secs,5.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00
Archuleta,Acineth,NA,NA,acineth.arc_211@example.com,In progress,1 March 2021  9:04 AM,-,-,-,-,-,-,-,-,-,-,-,-
Ellison,Connor,NA,NA,connor.ell_151@example.com,Finished,1 March 2021  9:05 AM,1 March 2021  9:15 AM,10 mins 20 secs,4.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00
Wall,Lourdes,NA,NA,lourdes.wal_026@example.com,Finished,1 March 2021  9:05 AM,1 March 2021  9:05 AM,41 secs,3.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
Aguilera,Javier-Luis,NA,NA,javier-luis.agu_038@example.com,Finished,1 March 2021  9:05 AM,1 March 2021  9:22 AM,17 mins 18 secs,8.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00
Slee Ackerson,Iyonna,NA,NA,iyonna.sle_197@example.com,Finished,1 March 2021  9:05 AM,1 March 2021  9:21 AM,15 mins 12 secs,9.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Swain,Minerva,NA,NA,minerva.swa_051@example.com,Finished,1 March 2021  9:05 AM,1 March 2021  9:22 AM,16 mins 23 secs,9.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Doanes,Rebecca,NA,NA,rebecca.doa_045@example.com,Finished,1 March 2021  9:06 AM,1 March 2021  9:32 AM,26 mins 32 secs,6.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00
Martinez-Alcon,Kayla,NA,NA,kayla.mar_262@example.com,Finished,1 March 2021  9:06 AM,1 March 2021  9:10 AM,3 mins 59 secs,4.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00
Archambault,Habeeba,NA,NA,habeeba.arc_115@example.com,Finished,1 March 2021  9:06 AM,1 March 2021  9:31 AM,24 mins 25 secs,7.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
al-Hamed,Kimberly,NA,NA,kimberly.al_194@example.com,Finished,1 March 2021  9:07 AM,1 March 2021  9:15 AM,7 mins 56 secs,7.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00
Hand,Karla,NA,NA,karla.han_150@example.com,Finished,1 March 2021  9:07 AM,1 March 2021  9:12 AM,5 mins 14 secs,6.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00
Wade,Faith,NA,NA,faith.wad_218@example.com,Finished,1 March 2021  9:08 AM,1 March 2021  9:13 AM,4 mins 50 secs,8.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00
Larkin,Fue,NA,NA,fue.lar_235@example.com,Finished,1 March 2021  9:08 AM,1 March 2021  9:37 AM,28 mins 55 secs,7.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
al-Emami,Ashia,NA,NA,ashia.al_019@example.com,Finished,1 March 2021  9:08 AM,1 March 2021  9:19 AM,10 mins 30 secs,8.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00
Hauert,Charell,NA,NA,charell.hau_027@example.com,Finished,1 March 2021  9:09 AM,1 March 2021  9:12 AM,3 mins 39 secs,2.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
al-Ozer,Johnny,NA,NA,johnny.al_015@example.com,Finished,1 March 2021  9:09 AM,1 March 2021  11:44 AM,2 hours 35 mins,6.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00
Andrade Enriquez,Shawnee,NA,NA,shawnee.and_107@example.com,Finished,1 March 2021  9:10 AM,1 March 2021  9:15 AM,5 mins 23 secs,6.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00
Tak,Summer,NA,NA,summer.tak_264@example.com,Finished,1 March 2021  9:10 AM,1 March 2021  9:18 AM,7 mins 46 secs,8.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
Vazquez Barcenaz,Ameena,NA,NA,ameena.vaz_003@example.com,Finished,1 March 2021  9:11 AM,1 March 2021  9:21 AM,9 mins 21 secs,7.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00
Franklin,Jesse,NA,NA,jesse.fra_030@example.com,Finished,1 March 2021  9:12 AM,1 March 2021  9:28 AM,15 mins 48 secs,3.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
Abrams,Miqdaam,NA,NA,miqdaam.abr_276@example.com,Finished,1 March 2021  9:12 AM,1 March 2021  9:25 AM,13 mins 22 secs,9.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Maldonado,Dustin,NA,NA,dustin.mal_204@example.com,Finished,1 March 2021  9:12 AM,1 March 2021  9:26 AM,13 mins 45 secs,7.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00
Willner,Hakeem,NA,NA,hakeem.wil_070@example.com,Finished,1 March 2021  9:12 AM,1 March 2021  9:55 AM,42 mins 30 secs,8.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00
Durling,Shamika,NA,NA,shamika.dur_052@example.com,In progress,1 March 2021  9:15 AM,-,-,-,-,-,-,-,-,-,-,-,-
Andrade Enriquez,Shawnee,NA,NA,shawnee.and_107@example.com,Finished,1 March 2021  9:15 AM,1 March 2021  9:38 AM,23 mins 8 secs,8.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00
Johnson,Preston,NA,NA,preston.joh_012@example.com,Finished,1 March 2021  9:15 AM,1 March 2021  9:24 AM,9 mins,9.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Edd,Abysolome,NA,NA,abysolome.edd_073@example.com,Finished,1 March 2021  9:16 AM,1 March 2021  9:41 AM,25 mins 5 secs,7.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00
Gardner,Don,NA,NA,don.gar_083@example.com,Finished,1 March 2021  9:16 AM,1 March 2021  9:43 AM,26 mins 28 secs,6.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00
Millen,Katrina,NA,NA,katrina.mil_184@example.com,Finished,1 March 2021  9:16 AM,1 March 2021  9:25 AM,8 mins 30 secs,6.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00
Cummings,Patricia,NA,NA,patricia.cum_098@example.com,Finished,1 March 2021  9:17 AM,1 March 2021  9:26 AM,9 mins 39 secs,5.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00
al-Hamed,Kimberly,NA,NA,kimberly.al_194@example.com,Finished,1 March 2021  9:17 AM,1 March 2021  9:19 AM,2 mins 10 secs,7.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00
Najar Madera,Aspen,NA,NA,aspen.naj_177@example.com,Finished,1 March 2021  9:18 AM,1 March 2021  9:27 AM,8 mins 52 secs,3.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
Phenna,Corey,NA,NA,corey.phe_185@example.com,Finished,1 March 2021  9:18 AM,1 March 2021  9:47 AM,28 mins 46 secs,8.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00
Johnson,Joseph,NA,NA,joseph.joh_058@example.com,Finished,1 March 2021  9:18 AM,1 March 2021  9:36 AM,18 mins 9 secs,9.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Shen,Zackieus,NA,NA,zackieus.she_181@example.com,Finished,1 March 2021  9:19 AM,1 March 2021  9:25 AM,6 mins 27 secs,9.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Arellano,Karen,NA,NA,karen.are_078@example.com,Finished,1 March 2021  9:19 AM,1 March 2021  9:30 AM,11 mins 26 secs,7.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00
Krier,Jason,NA,NA,jason.kri_266@example.com,Finished,1 March 2021  9:19 AM,1 March 2021  9:36 AM,16 mins 47 secs,7.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00
Johnson,Shelby,NA,NA,shelby.joh_074@example.com,Finished,1 March 2021  9:19 AM,1 March 2021  9:26 AM,7 mins 6 secs,3.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00
Harris,Levia,NA,NA,levia.har_129@example.com,Finished,1 March 2021  9:20 AM,1 March 2021  9:36 AM,16 mins,4.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00
Dobson,Jenna,NA,NA,jenna.dob_053@example.com,Finished,1 March 2021  9:20 AM,1 March 2021  9:31 AM,10 mins 26 secs,7.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00
Cottonwood,Farajallah,NA,NA,farajallah.cot_021@example.com,Finished,1 March 2021  9:20 AM,1 March 2021  9:50 AM,30 mins 3 secs,9.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Waterhouse,Cuahutemoc,NA,NA,cuahutemoc.wat_227@example.com,Finished,1 March 2021  9:20 AM,1 March 2021  9:26 AM,5 mins 30 secs,9.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
el-Mourad,Luis,NA,NA,luis.el_124@example.com,In progress,1 March 2021  9:21 AM,-,-,-,-,-,-,-,-,-,-,-,-
el-Ben,Janetta,NA,NA,janetta.el_165@example.com,Finished,1 March 2021  9:21 AM,1 March 2021  9:28 AM,6 mins 20 secs,8.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00
London,Ameena,NA,NA,ameena.lon_254@example.com,Finished,1 March 2021  9:21 AM,1 March 2021  9:33 AM,11 mins 16 secs,8.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00
Oswalt-Naasz,Shannon,NA,NA,shannon.osw_114@example.com,Finished,1 March 2021  9:22 AM,1 March 2021  9:26 AM,3 mins 45 secs,9.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Adams,Laila,NA,NA,laila.ada_170@example.com,Finished,1 March 2021  9:22 AM,1 March 2021  9:28 AM,5 mins 44 secs,3.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
Hannebaum,Mundhir,NA,NA,mundhir.han_160@example.com,Finished,1 March 2021  9:23 AM,1 March 2021  9:29 AM,6 mins 15 secs,3.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
